id,q1_hh_members,q2_age_u5,q3_age_5_17,q4_age_18_34,q5_age_35_59,q6_age_60plus,q7_male,q8_female,q9_head_sex,q10_head_age,q11_head_education,q12_occupation,q12_other,q13_income,q14_residence,q15_housing,q15_other,q16_tenure,q17_rooms,q18_floors,q19_economic,q20_living,q21_region,q22_district,q23_village,demographics_complete,starttime_complete,q96digital_corruption,q87_confidence,q95_cyber_awareness
3950,4,0,0,0,2,1,1,3,1,38,6,1, ,510,1,1, ,1,4,1,3,3,1,5,Qudhacdheer,2,2,3,4,2
3951,8,0,0,5,2,1,3,5,1,45,1,1, ,550,1,3, ,1,5,1,3,3,1,4,bofhari,2,2,3,1,5
3952,8,1,0,1,0,1,4,4,1,65,1,1, ,500,1,1, ,1,5,1,4,4,1,4,cabdi qalaaf,2,2,4,3,6
3953,9,2,3,2,1,1,4,5,1,61,6,1, ,650,1,1, ,1,6,1,5,4,1,2,Idaacada,2,2,3,3,2
3955,10,0,1,1,0,1,3,7,1,56,4,2, ,1500,1,1, ,1,5,1,4,3,1,7,Jigjiga yar,2,2,4,4,4
3956,4,0,0,2,2,0,1,3,1,36,6,6, ,300,1,1, ,1,4,1,4,4,1,3, ,2,2,3,3,3
3957,3,1,0,0,0,1,0,3,2,57,6,2, ,500,3,3, ,1,5,8,5,4,1,8,hargeisa,2,2,2,3,3
3961,8,3,2,2,2,1,3,5,2,60,6,3, ,300,3,1, ,1,6,1,3,3,1,3,31 may,2,2,3,2,3
3962,9,0,0,0,0,1,5,4,2,55,6,2, ,500,1,1, ,1,4,1,4,5,1,1,October,2,2,5,5,5
3963,10,0,0,4,4,1,4,6,1,54,5,6, ,1500,1,1, ,1,6,1,4,4,1,3,pepsiga,2,2,4,4,4
3964,2,0,0,0,0,0,1,1,1,23,6,1, ,200,1,2, ,1,3,1,4,4,1,5,sabaxared,2,2,3,5,4
3965,15,1,0,1,4,2,7,8,1,67,6,2, ,6000,1,1, ,1,7,1,4,5,1,9,Masjid tabliiq,2,2,3,5,4
3966,13,0,0,1,2,1,6,7,1,70,7,2, ,400,2,1, ,2,5,1,4,3,1,3,hargeisa,2,2,3,3,4
3967,8,0,0,0,0,0,3,5,1,58,4,7,Police officer,350,1,1, ,1,7,1,3,3,1,1,half london,2,2,2,4,2
3968,6,0,0,2,2,0,3,3,1,38,6,1, ,600,1,2, ,1,3,1,3,3,1,2,Daruuraha,2,2,5,4,2
3969,5,0,0,1,0,0,1,4,2,42,2,2, ,350,1,1, ,1,2,1,4,4,1,3,ishaborama,2,2,3,3,3
3970,9,1,0,1,0,0,5,4,1,49,6,2, ,2500,1,1, ,1,7,1,5,5,1,5,dont live in a village,2,2,2,4,2
3971,6,0,0,0,0,0,3,3,2,53,2,7, ,1000,1,1, ,1,5,1,5,5,1,1,siinay,2,2,2,3,3
3972,8,2,1,0,2,0,3,5,1,45,4,1, ,200,1,1, ,3,3,1,4,4,1,2,150,2,2,3,5,2
3973,12,0,1,6,0,0,2,10,1,45,1,1, ,500,1,1, ,1,5,1,3,4,1,3,Pepsi,2,2,4,4,4
3974,5,2,0,3,0,0,2,3,2,32,4,2, ,500,1,2, ,1,3,1,4,4,1,7,jigjiga yar,2,2,2,4,3
3975,14,0,2,4,6,2,5,9,1,50,2,2, ,100.2,1,1, ,1,5,1,2,2,1,3, ,2,2,3,3,6
3976,7,0,1,1,3,1,3,3,1,68,6,2, ,300,1,1, ,1,3,1,4,4,1,6,hargeisa,2,2,4,3,3
3977,6,1,0,0,0,0,2,6,1,36,6,1, ,600,1,2, ,1,5,1,5,4,1,2,Xawaadle,2,2,4,2,1
3978,8,0,0,1,0,0,4,4,1,55,3,1, ,500,1,2, ,1,4,1,3,4,1,2,cabaaye,2,2,3,4,3
3980,4,1,0,0,1,0,4,1,1,40,7,2, ,450,2,1, ,2,6,1,5,3,1,7,hargeisa,2,2,3,3,3
3981,8,0,0,0,0,0,2,6,1,58,4,2, ,1000,1,1, ,1,8,1,4,4,1,7,Xero awr,2,2,4,3,3
3982,6,1,0,2,0,0,1,5,1,28,7,1, ,600,3,2, ,3,4,1,2,2,1,7,Jigijiga yar,2,2,3,3,3
3984,4,1,1,0,2,0,2,2,1,45,6,2, ,400,1,3, ,1,4,1,5,4,1,2,Idaacada,2,2,5,3,4
3986,8,0,0,0,0,1,4,4,1,45,5,1, ,1500,1,1, ,1,6,1,4,4,1,7,jigjigayar,2,2, , , 
3988,6,0,0,3,3,0,5,1,1,55,5,1, ,400,1,1, ,1,5,1,4,4,1,1,birjeex,2,2,4,5,3
3989,11,1,10,7,1,1,6,5,1,61,6,1, ,400,1,1, ,1,5,1,4,5,1,2,Hargeisa,2,2,4,3,3
3991,9,0,0,8,0,1,6,3,2,62,1,1, ,600,1,1, ,1,4,1,5,3,1,7,gantaalaha,2,2,3,3,3
3995,13,1,0,1,0,0,5,8,1,50,6,2, ,600,1,1, ,1,5,1,4,4,1,7,Jigjigayar,2,2,3,3,4
3997,8,1,0,3,3,1,4,4,2,60,6,2, ,200,1,2, ,1,4,1,3,4,1,3, ,2,2,3,4,6
3998,7,0,0,0,0,0,3,4,2,47,4,2, ,1500,1,2, ,1,6,1,4,4,1,5,Hargysa,2,2,3,3,3
3999,8,3,2,0,1,0,3,5,1,29,4,1, ,180,1,2, ,1,3,1,3,5,1,1,badhka village,2,2,3,3,2
4001,6,1,0,0,0,0,3,3,1,30,6,7,UNIVERSITY,500,1,1, ,1,6,1,4,3,1,1, ,2,2,4,3,2
4002,12,0,0,1,2,0,6,6,1,50,6,2, ,350,1,1, ,1,5,1,5,5,1,7,Geerash gacan,2,2,3,4,3
4003,25,0,0,1,1,0,13,12,1,55,6,2, ,0,1,1, ,1,8,1,5,4,1,2,dont live in a village,2,2,2,3,6
4004,8,0,0,1,1,0,4,4,1,50,7,1, ,3000,3,1, ,1,5,1,4,3,1,4,Mohamed mooge,2,2,1,1,1
4005,4,0,1,2,1,0,3,1,1,25,6,1, ,580,1,1, ,1,4,1,5,5,1,1,siinay,2,2,3,3,3
4006,10,0,0,0,1,1,5,5,2,65,1,2, ,200,1,1, ,1,3,0,3,4,1,7,jigjigayar,2,2,3,3,6
4008,18,1,4,0,0,0,7,11,2,54,2,6, ,500,1,2, ,1,7,1,3,3,1,1,half london,2,2,2,3,6
4009,7,1,2,1,0,0,2,5,1,41,7,1, ,940,1,1, ,1,6,1,4,4,1,7,Jig-jiga yar,2,2, , , 
4010,12,3,1,1,0,1,4,8,1,39,6,1, ,5000,1,2, ,3,7,0,3,5,1,2,150,2,2,3,4,6
4011,9,1,3,3,2,0,5,4,1,50,4,4, ,1200,1,1, ,1,6,1,4,4,1,6,Dhagasayn,2,2,4,3,1
4013,9,0,0,6,2,1,6,3,1,57,6,1, ,900,1,1, ,1,5,1,5,4,1,7, ,2,2,3,4,2
4014,13,4,1,9,5,0,7,6,1,56,6,1, ,500,1,1, ,1,6,1,4,3,1,1,isha boorma,2,2,4,1,4
4015,8,5,1,4,1,2,2,6,2,47,4,6, ,800,1,3, ,1,6,1,5,5,1,5,calamada,2,2,3,5,3
4016,4,0,0,1,2,0,2,2,1,36,7,1, ,300,1,2, ,1,1,1,3,3,1,7,Ibrahim Korbut,2,2,3,3,3
4017,17,0,4,10,1,2,3,14,1,68,6,2, ,800,1,1, ,1,8,1,5,5,1,8,bada cas,2,2,4,4,6
4018,4,0,0,1,2,1,2,2,2,61,1,2, ,300.35,1,1, ,1,5,1,4,4,1,3, ,2,2,2,3,6
4019,7,0,0,5,2,0,2,5,2,45,4,6, ,900,1,1, ,1,5,1,4,4,1,1,masaleh,2,2,5,4,4
4021,6,2,1,1,0,0,4,2,1,45,7,2, ,2000,1,1, ,1,6,1,5,4,1,6,hargaisa,2,2,2,1,4
4022,8,0,0,1,0,0,4,4,1,52,3,1, ,600,1,1, ,1,3,2,4,4,1,2,Geedgoble,2,2,3,3,3
4023,8,3,1,2,2,0,3,5,1,35,6,1, ,500,1,1, ,3,4,0,3,3,1,7,Xero awr,2,2,4,2,4
4024,7,3,2,0,2,0,4,3,1,42,3,2, ,600,1,1, ,1,5,1,5,4,1,1,isha boorma,2,2,4,1,4
4025,14,4,0,1,1,0,6,8,1,63,1,2, ,800,1,1, ,1,9,1,5,4,1,5,star area,2,2,5,4,2
4026,7,2,1,2,2,0,4,3,1,57,3,6, ,350,1,1, ,1,5,1,4,4,1,2,Idaacada,2,2,4,4,3
4027,12,0,0,0,5,2,9,3,2,70,2,6, ,1000,1,1, ,1,10,1,4,5,1,7,qunyar daga,2,2,3,4,3
4032,13,2,2,7,1,1,8,5,1,70,3,1, ,250,1,1, ,1,5,1,4,4,1,8,Ex control,2,2,3,4,2
4033,9,0,0,0,0,1,3,6,2,55,6,2, ,400,1,1, ,1,5,1,4,3,1,3,isha-borama,2,2,4,3,3
4034,10,3,1,0,2,0,4,6,1,40,7,1, ,500,1,2, ,3,4,1,4,3,1,2,150,2,2,3,4,6
4035,9,2,2,3,1,1,5,4,1,60,6,2, ,500,1,1, ,1,6,1,5,5,1,6,sh.maddar,2,2,3,3,3
4036,5,0,0,0,1,0,4,1,1,65,8,1, ,400,1,1, ,1,4,1,4,4,1,1,no,2,2,4,4,4
4037,9,0,0,0,1,2,4,5,1,72,1,2, ,600,1,1, ,1,6,1,3,5,1,1,Goolada siinay,2,2,3,4,4
4038,5,0,1,3,1,0,3,2,1,28,6,1, ,1000,1,1, ,1,4,1,4,4,1,1,siinay,2,2,4,3,3
4040,6,1,2,0,2,1,1,5,1,37,6,4, ,300,1,2, ,2,3,0,2,4,1,7,Xero awr,2,2,3,2,3
4041,17,0,0,14,3,1,9,8,2,45,7,1, ,500,1,1, ,1,5,1,4,4,1,7,xero awr,2,2,4,4,2
4042,14,0,0,0,0,4,8,6,2,62,6,5, ,800,1,3, ,2,5,1,4,5,1,7,jigjiga yar,2,2,3,4,3
4043,7,0,0,0,0,0,3,4,2,40,6,1, ,900,1,2, ,1,4,1,4,4,1,5,masalaha,2,2,3,2,2
4044,9,3,3,1,2,0,4,5,1,40,4,2, ,300,1,2, ,1,4,1,4,4,1,7,Jig jiga yar,2,2,4,3,3
4045,9,0,5,2,2,0,5,4,1,36,6,1, ,600,3,1, ,1,5,1,4,4,1,3, ,2,2,4,3,3
4046,10,2,1,1,0,1,5,5,1,59,5,2, ,300,1,2, ,1,6,1,2,4,1,7,Xero war,2,2,3,3,2
4047,8,1,2,2,1,2,5,3,1,62,1,2, ,400,1,1, ,1,4,1,4,4,1,1,october,2,2,3,5,3
4049,7,2,4,3,2,0,2,5,1,36,7,1, ,1000,1,1, ,1,6,1,5,5,1,3, ,2,2,4,3,2
4050,8,0,0,2,1,1,5,3,1,60,6,2, ,800,1,1, ,1,6,1,5,5,1,2,150ka,2,2,3,4,3
4052,3,0,0,2,1,0,1,2,2,50,4,6, ,600,1,2, ,1,5,1,5,4,1,6,Waran Cade,2,2,3,3,2
4053,9,0,9,7,2,0,6,3,1,45,3,4, ,250,1,1, ,1,5,1,3,4,1,2,cabaaye,2,2,3,3,3
4054,12,3,1,1,1,1,5,7,1,43,1,1, ,300,1,1, ,2,5,1,4,4,1,2,150,2,2,3,3,6
4055,7,2,7,3,2,1,4,4,2,20,6,2, ,1000,1,1, ,1,5,2,5,5,1,6,sheekh nuur/kilalka,2,2,4,1,4
4057,8,0,0,1,2,1,2,6,2,56,1,6, ,700,1,1, ,1,5,1,4,3,1,7, ,2,2,3,3,3
4058,6,0,1,5,2,0,3,3,1,52,6,7,Teacher,200,1,1, ,1,2,1,3,4,1,7,Geerash gacan,2,2,3,3,3
4059,7,0,0,4,1,2,4,3,1,62,1,2, ,1000,2,3, ,1,6,1,4,3,1,1, ,2,2,1,4,2
4060,8,0,0,7,2,0,2,6,1,57,6,1, ,500,1,1, ,1,5,1,4,4,1,7,xero awr,2,2,3,3,3
4062,11,0,0,1,1,0,5,6,1,51,8,1, ,400,1,1, ,1,4,1,4,4,1,3,pepsi,2,2,3,3,4
4066,6,0,0,2,2,2,4,2,1,62,7,1, ,100,1,3, ,1,4,1,5,3,1,1,october,2,2,3,3,3
4067,15,0,15,7,2,0,7,8,1,48,6,2, ,1000,3,1, ,1,8,2,4,4,1,7,jigjigayer,2,2,5,5,3
4069,16,0,1,1,0,0,7,6,1,52,6,2, ,1000,1,1, ,1,8,1,5,5,1,4,M mooge,2,2,3,5,3
4070,8,1,0,3,2,2,3,5,1,64,6,2, ,1000,1,1, ,1,6,1,4,3,1,7, ,2,2,3,4,3
4072,2,0,2,2,0,0,1,1,1,21,3,6, ,70,1,1, ,1,2,1,2,2,1,3, ,2,2,3,1,1
4073,7,0,0,6,2,1,4,3,1,61,6,6, ,400,1,2, ,1,4,1,4,4,1,7,xawadle,2,2,3,4,2
4076,8,0,0,2,1,2,4,4,1,61,6,1, ,160,1,1, ,1,4,4,5,2,1,3,Biibsi,2,2,3,2,6
4077,5,0,1,0,3,1,2,3,2,74,3,7,soldier,200,1,4,government property,1,5,1,2,2,1,3,jigjiga yar,2,2,5,5,2
4078,8,0,1,1,0,0,4,4,1,73,4,6, ,250,1,1, ,1,4,1,3,5,1,9,dab la taaagay,2,2,2,4,3
4081,8,0,0,2,4,1,6,2,1,20,6,4, ,400,2,3, ,1,5,1,4,4,1,1,Siinay,2,2,2,3,2
4084,4,0,4,4,1,0,1,3,2,50,1,2, ,200,1,3, ,1,2,1,3,4,1,1,pepsi,2,2,4,4,4
4085,11,0,1,2,1,0,6,5,1,53,7,2, ,650,1,1, ,1,7,1,5,5,1,2,150ka,2,2,4,5,4
4086,9,0,5,4,0,0,4,5,1,33,4,1, ,490,1,2, ,3,4,1,3,3,1,2,biyo dhacyga hoose,2,2,2,3,2
4087,8,0,1,4,2,1,1,7,1,54,1,7,muscle wealth,250,1,1, ,1,4,1,3,4,1,7,maroodi jeex,2,2,3,4,3
4088,6,0,2,4,1,1,3,3,2,60,1,6, ,200,1,1, ,1,5,1,5,3,1,3,Pepzi-ga,2,2,1,5,2
4089,9,0,0,0,1,1,5,4,1,86,6,1, ,200,1,1, ,2,6,1,3,4,1,8,badacas,2,2, , , 
4090,12,0,4,6,2,0,6,6,1,45,6,1, ,900,1,1, ,1,5,1,4,4,1,1,siinay,2,2,4,3,3
4091,3,0,0,1,69,2,1,2,1,69,6,6, ,500,1,2, ,1,4,1,4,4,1,7,Ex control,2,2,2,4,4
4092,4,0,0,0,1,0,2,2,2,44,7,1, ,500,1,2, ,1,3,1,5,5,1,7,jig-jiga yar,2,2,3,5,5
4093,7,2,3,3,0,0,4,4,1,30,7,5, ,600,1,2, ,1,4,6,4,4,1,9,New hargaysa,2,2,1,2,1
4094,10,0,0,1,2,2,6,4,1,63,6,1, ,1000,1,1, ,1,6,1,5,4,1,2,Xawaadle,2,2,2,3,6
4095,9,1,0,5,4,1,6,3,2,70,6,1, ,250,1,1, ,1,5,1,4,4,1,7,150,2,2,4,3,2
4097,21,0,20,14,3,1,17,4,1,65,4,2, ,3000,3,1, ,1,12,3,5,5,1,7,jigjigayer,2,2,5,5,1
4099,8,1,2,3,1,1,3,4,1,67,1,2, ,1300,3,1, ,1,8,5,5,5,1,7,jig jiga yar,2,2, , , 
4102,8,0,0,0,2,1,3,5,1,60,6,2, ,800,1,1, ,1,8,1,5,1,1,2,Geedgoble,2,2,3,4,4
4103,4,0,2,1,1,0,2,2,2,38,3,1, ,140,1,3, ,1,3,1,4,3,1,2,Shacabka,2,2,2,2,4
4106,6,1,0,3,0,0,4,2,2,28,6,5, ,230,1,1, ,1,3,1,3,4,1,1,Badhka,2,2,3,3,3
4107,4,0,0,0,3,1,3,1,2,60,5,4, ,400,1,2, ,1,4,0,4,3,1,2,Daruuraha,2,2,3,3,4
4108,7,1,1,1,1,3,4,3,1,62,4,1, ,180,1,1, ,1,4,5,1,1,1,3,Biibsi,2,2,3,1,3
4110,6,1,2,3,0,1,2,3,1,43,1,1, ,150,3,1, ,1,2,1,5,3,1,4,maaxam mooge,2,2,5,6,2
4111,7,3,2,0,2,0,2,5,2,41,7,1, ,550,1,2, ,1,4,0,3,3,1,4,MOOGE,2,2,5,3,3
4112,8,8,1,7,2,0,4,4,1,50,8,1, ,300,1,1, ,1,4,1,4,4,1,2,5,2,2,2,3,3
4114,9,0,0,1,0,0,4,5,1,55,2,4, ,450,1,1, ,1,5,1,3,4,1,2,cabaaye,2,2,3,4,2
4115,7,1,0,1,5,0,2,5,1,47,7,1, ,600,1,1, ,1,5,1,4,3,1,3,jigjiga yar,2,2,5,5,2
4116,13,0,0,2,0,1,7,6,2,60,2,6, ,500,1,3, ,1,4,1,3,3,1,5,qudhac-dheer,2,2,5,4,4
4117,12,0,1,1,2,1,7,5,1,31,6,1, ,600,1,1, ,1,5,1,4,2,1,7,Jigjiga yarn,2,2,2,2,1
4118,14,5,5,6,2,1,7,5,1,20,4,3, ,670,2,3, ,2,6,1,3,3,1,1,Iftin area,2,2,5,5,5
4119,5,0,0,4,2,0,2,3,2,43,6,6, ,450,1,1, ,1,3,1,4,4,1,7,Xero awr,2,2,3,3,3
4120,9,0,9,1,0,0,6,3,1,54,1,1, ,200,1,1, ,1,3,1,4,3,1,7,gantalah,2,2,5,3,2
4121,5,5,0,1,0,1,1,4,2,60,1,6, ,1000,3,3, ,1,4,1,5,3,1,7,Boqol-jire,2,2,3,3,3
4122,10,0,10,1,3,1,5,5,2,45,4,6, ,3000,3,1, ,1,11,2,5,5,1,7,jigjigayer,2,2,5,5,1
4123,8,0,1,1,0,0,3,3,1,35,6,2, ,600,1,1, ,1,7,1,5,4,1,7,jigjig yar,2,2,3,4,2
4124,7,1,0,1,0,0,3,4,1,55,4,6, ,300,1,2, ,1,5,1,4,4,1,7,Jigjiga Yar,2,2,4,5,5
4125,10,0,0,0,0,0,7,3,1,55,6,1, ,1000,1,1, ,1,5,1,5,4,1,7,Maroodijeex,2,2,2,4,3
4126,11,2,4,6,3,0,6,5,1,39,4,2, ,1000,1,2, ,1,4,1,5,4,1,2,daruuraha,2,2,2,4,3
4127,9,0,0,7,1,1,3,6,1,70,7,7,Retired,3000,1,1, ,1,6,1,5,5,1,7,Jigjiga-yar,2,2,5,5,4
4128,7,0,0,1,3,1,4,3,1,60,6,1, ,1500,1,2, ,1,5,2,2,2,1,1,October,2,2,3,2,2
4129,7,0,4,2,1,0,3,4,2,45,2,6, ,1000,1,2, ,1,5,1,5,3,1,1,halflondon,2,2,3,3,2
4130,5,0,0,1,0,0,1,4,2,38,3,6, ,325,1,3, ,1,2,1,5,3,1,6,macalin haaruun,2,2,3,3,4
4131,2,0,0,0,0,0,0,2,2,45,1,1, ,150,1,2, ,1,1,2,2,3,1,2,Xero awar,2,2,2,1,2
4132,9,0,0,0,0,1,5,4,1,68,1,2, ,4000,1,1, ,2,8,1,3,4,1,2,150 area,2,2,4,4,2
4133,9,2,7,4,2,1,7,2,1,60,1,1, ,340,1,3, ,1,2,1,4,4,1,1,pepsi,2,2,5,4,1
4134,5,2,1,0,2,0,2,3,1,37,6,1, ,300,1,2, ,1,3,1,4,4,1,1,Badhka-Sare,2,2,4,4,2
4135,7,0,0,0,2,0,4,3,2,45,6,2, ,900,1,1, ,1,6,1,4,4,1,7,Jigjiga yarn,2,2,4,3,2
4137,8,1,1,0,1,0,5,3,1,58,6,2, ,800,1,1, ,1,10,2,4,1,1,9,magnus area,2,2,3,3,4
4138,4,0,0,0,0,0,3,1,2,45,3,1, ,500,1,1, ,1,4,1,4,5,1,3,pepsiga,2,2, , , 
4140,14,6,3,9,0,0,2,4,1,20,6,2, ,1,3,3, ,1,8,3,4,3,1,7, ,2,2,3,2,4
4142,15,1,0,1,0,1,7,5,1,59,6,1, ,200,1,1, ,1,5,1,4,4,1,4,maxamed mooge,2,2,4,5,5
4145,12,2,0,1,2,1,4,8,1,66,6,1, ,1000,1,1, ,1,5,1,4,4,1,1,October,2,2,3,4,4
4146,5,1,0,0,1,1,3,2,1,48,6,1, ,800,1,1, ,1,7,1,5,4,1,1,siinay,2,2,3,4,2
4147,4,0,0,2,1,1,1,3,2,25,4,4, ,400,1,1, ,1,4,1,5,5,1,5,calamada,2,2,3,5,3
4148,9,0,2,1,0,0,4,5,1,50,4,1, ,500,1,1, ,1,4,1,3,4,1,2,cabaaye,2,2,3,3,3
4149,13,0,0,2,2,1,10,3,2,63,4,2, ,1000,1,1, ,1,7,2,5,3,1,7,GanTalaha,2,2,4,3,4
4150,8,0,0,1,1,2,4,4,1,67,3,2, ,1300,1,1, ,1,5,1,3,3,1,2,150 at,2,2,3,3,3
4151,7,1,0,4,0,0,5,2,2,32,6,6, ,500,1,1, ,1,4,1,4,3,1,2, ,2,2,2,4,3
4152,8,0,2,2,3,1,3,5,2,52,1,4, ,200,1,3, ,1,5,1,3,4,1,2,150ka,2,2,3,4,2
4153,116,0,0,1,0,0,5,6,2,50,3,6, ,500,1,1, ,1,5,1,3,5,1,9,Kaah area,2,2,3,3,3
4155,4,0,0,4,2,1,2,2,2,60,2,2, ,200,1,1, ,1,5,1,4,4,1,7,Geerash gacan,2,2,3,3,3
4156,14,1,1,1,0,0,8,6,1,54,6,1, ,500,1,1, ,1,7,1,5,5,1,4,M mooge,2,2,3,2,3
4157,7,0,0,0,0,0,4,3,1,50,6,4, ,150,1,1, ,1,7,1,3,3,1,3,Isha-borama,2,2,4,3,3
4158,5,0,0,3,2,0,2,3,2,37,3,6, ,700,1,2, ,1,6,1,5,4,1,3,jigjiga yar,2,2,4,5,3
4159,12,1,1,1,0,0,6,6,1,55,6,6, ,300,1,1, ,1,1,1,3,4,1,1,october,2,2,3,3,3
4160,6,1,0,1,0,0,3,3,2,29,4,1, ,500,1,2, ,1,3,1,3,2,1,7,Jigjiga yarn,2,2,1,3,1
4161,9,4,5,3,2,0,4,5,1,40,7,3, ,1200,1,1, ,1,5,1,5,4,1,8, ,2,2,3,3,6
4162,9,1,2,2,2,2,5,4,1,55,6,1, ,400,1,1, ,1,5,1,4,4,1,3,Axmed Dhagax,2,2, , , 
4164,10,0,0,1,0,0,5,5,2,41,4,2, ,1000,1,1, ,1,9,1,4,5,1,4,m.mooge,2,2, , , 
4165,8,0,0,1,1,1,4,4,1,73,3,1, ,2300,1,1, ,1,8,2,4,4,1,2,Gobanimo,2,2,3,5,4
4169,4,1,1,0,2,0,2,2,1,35,4,4, ,450,1,2, ,1,3,1,3,5,1,1,October,2,2,3,3,2
4170,10,0,1,3,4,2,6,4,1,55,6,1, ,400,1,1, ,1,6,1,3,3,1,3,Axmed Dhagax,2,2, , , 
4171,10,1,1,1,0,0,5,5,1,61,7,1, ,0,1,1, ,1,5,1,5,4,1,5,dosent live in a village,2,2,2,4,6
4172,7,0,1,1,1,1,3,4,2,70,3,4, ,700,1,3, ,2,6,1,3,3,1,1,Mohamed Ali's,2,2,4,4,4
4173,4,0,0,2,2,0,2,2,2,40,4,2, ,450,1,1, ,1,5,1,4,5,1,2,xero awr,2,2,3,3,6
4175,9,0,0,0,1,1,4,5,1,60,6,6, ,300,1,1, ,1,4,1,3,5,1,6,sh.mubaarg,2,2,2,5,5
4176,6,0,0,2,2,2,3,3,1,50,7,1, ,350,1,1, ,1,4,1,4,3,1,3,Axmed Dhagax,2,2, , , 
4179,6,0,0,1,0,0,5,1,1,56,4,1, ,350,1,2, ,1,3,1,3,3,1,6,new Hargeisa,2,2,4,3,2
4180,10,3,1,2,3,1,2,8,1,62,6,2, ,2000,1,1, ,1,5,4,5,5,1,7,Hargeisa,2,2,4,4,2
4181,11,1,4,4,2,0,6,5,2,48,7,1, ,300,1,1, ,1,5,0,4,5,1,7,Hero awr,2,2,4,3,4
4182,6,3,0,0,1,0,2,4,1,35,6,1, ,2000,1,2, ,1,6,1,5,4,1,2,150,2,2,3,3,3
4183,7,0,0,2,3,2,4,3,1,50,7,1, ,350,1,1, ,2,4,1,3,2,2,3,Axmed Dhagax,2,2, , , 
4184,8,2,6,3,0,0,4,4,2,31,2,2, ,200,1,1, ,1,3,1,4,3,1,5,Saylada,2,2,3,2,2
4186,4,0,0,1,1,2,2,2,1,50,6,1, ,350,1,1, ,1,4,1,4,3,1,3,Axmed Dhagax,2,2, , , 
4187,7,0,0,0,0,1,3,4,1,60,6,3, ,400,1,1, ,1,5,1,4,4,1,2,Xawaadle,2,2,2,4,4
4188,4,0,0,0,1,1,2,2,1,65,7,1, ,150,1,1, ,1,3,1,4,3,1,2,26 june,2,2,3,3,3
4189,5,0,0,2,1,2,2,3,1,50,7,1, ,400,1,1, ,1,4,1,4,3,1,3,Axmed Dhagax,2,2, , , 
4191,7,0,0,1,1,1,3,4,1,60,7,1, ,350,1,3, ,1,5,1,5,5,1,1,Pepsiga,2,2,3,5,5
4192,5,1,0,0,0,1,2,3,2,60,8,1, ,300,1,1, ,1,4,1,3,4,1,1,no village,2,2,4,3,5
4193,13,0,3,5,3,2,8,5,1,50,7,1, ,400,1,1, ,1,6,1,4,3,1,3,Axmed Dhagax,2,2, , , 
4195,7,1,0,1,1,0,3,4,1,55,6,2, ,650,1,3, ,3,5,1,5,3,1,7, ,2,2,3,4,4
4200,14,0,5,1,0,0,7,7,1,40,3,1, ,190,1,2, ,1,4,1,4,5,1,2,Shekh Mubarik,2,2,2,5,2
4203,9,12,0,12,2,1,6,6,1,70,8,1, ,800,1,1, ,1,4,1,3,3,1,4,Goolada sare,2,2, , , 
4204,8,0,0,0,0,0,2,6,1,58,4,2, ,1000,1,1, ,1,8,1,5,5,1,7,xero- awr,2,2,4,3,3
4205,3,0,0,2,1,0,1,2,2,27,5,2, ,300,1,2, ,1,3,1,3,4,1,7,Hargeisa,2,2,4,5,4
4206,5,0,2,3,0,0,2,3,2,33,6,4, ,120,1,1, ,1,3,1,5,4,1,2,Xero awr,2,2,4,2,5
4207,4,2,0,0,0,0,3,1,1,23,4,2, ,300,1,2, ,1,2,1,3,4,1,3,Isha Borame,2,2,4,3,2
4208,5,2,0,3,1,0,2,3,1,30,5,1, ,600,1,2, ,1,4,1,4,4,1,9,New Hargeisa,2,2, , , 
4209,10,3,4,3,2,0,7,3,1,41,6,1, ,700,1,1, ,1,4,1,3,3,1,3,Qandahaar,2,2,4,3,4
4210,11,0,5,1,0,0,6,5,1,41,4,1, ,250,1,1, ,1,3,1,4,3,1,2,Cabaye,2,2,2,5,2
4211,7,3,2,2,2,0,4,3,1,40,4,1, ,700,1,2, ,1,4,1,2,3,1,5,Buurta,2,2, , , 
4212,6,0,4,5,1,0,3,3,2,50,5,1, ,500,1,1, ,1,5,1,4,3,1,1,October,2,2, , , 
4215,3,0,0,1,0,0,1,2,1,32,6,1, ,400,1,2, ,1,3,1,4,4,1,4,M.mooge,2,2, , , 
4216,6,0,0,3,1,1,3,3,1,35,1,1, ,120,1,1, ,1,3,1,3,3,1,8,State house,2,2,1,3,3
4217,5,1,0,2,1,1,1,4,1,35,7,1, ,400,1,2, ,1,5,1,5,4,1,8,Bada cas,2,2,1,3,3
4218,7,2,1,2,1,1,2,5,1,63,8,5, ,100,1,1, ,1,5,1,4,2,1,2, ,2,2,3,3,3
4219,6,1,0,0,1,0,3,3,1,45,7,7,construction,50,1,2, ,1,6,1,2,3,1,1,masalaha galbeed,2,2,4,4,3
4221,6,2,4,4,1,0,2,4,1,36,6,1, ,700,1,1, ,1,5,0,5,3,1,2,Hargeisa,2,2,3,3,3
4222,10,2,0,2,2,0,7,3,1,57,7,2, ,4000,1,1, ,1,8,2,5,5,1,7,jigjiga yar,2,2,3,4,4
4223,11,1,2,1,2,2,6,5,2,35,7,3, ,500,1,1, ,1,5,1,5,5,1,5,qudhac dheer,2,2, , , 
4224,3,0,1,0,2,0,2,1,1,32,7,1, ,200,1,1, ,1,2,2,5,5,1,2,Shacabka,2,2,5,5,5
